HSTM SF Record,Subject,Trainer Comments
5004V000011UtgWQAS,Corporate Implementation Series 1,"Session 1 with Roger Beins, this was a call to discuss an analysis I conducted per his request on care area trends over time and the risk analysis report. This was not an actual training was a discussion. "
5004V000011UtgXQAS,abaqis Implementation Series 1,"Session 1: Julie Baker, Laura Smith, Antette Sanders, Tiffany Kline, Roger Beins Cindy Monismith, Amy and Dan in attendance. Reviewed the following: Tailored implementation documents, all QAPI assessments, MDS 3.0 reports, SBCA report. Their sample is 25/25. Session 2. Laura Smith, Anette Sanders,Cindy Monismsith and Amy Fager in attendance. Reviewed their MDS 3.0, SBCA and SBR resports, reviewed PI and FT snapshots. They selected one resident for pressure ulcer investigation. Will work on the 9 facility tasks. Scheduled session 3 for 7/17 at 11:00 AM ET.   (the team were engaged laughed frequently reviewed QAPI(Amy and I discussed hershey pa) sent info on grievances from SOM. Implementation Support: Turn on ad-hoc for Menno Haven homes. Session 3-   Dan, Anette, Cindy and Roger in attendance. Reviewed MDS 3.0, SBCA and SBR reports. Reviewed QAPI Snapshot selected care areas and residents for investigations. Reviewed facility tasks. Next session scheduled for Thursday 9/5 at 11:00 AM ET.  During Session 4 review investigation reports. Session 4 Amy Fager and team in attendance. Reviewed the QAPI Cycle 3 snapshot, reviewed each care and and selected residents to investigate. Added one resident for Hospice and PASRR. The team will conduct investigations until the end of the year. On 1/7/20 I will conduct QAPI assessment training, investigation reports training and facility task training during this session.  "
5004V000011UtgyQAC,abaqis Implementation Series 1,"Session 1 with Terrie and Melissa, reviewed new release updates, SBCA, MDS 3.0 and MDS Indicator Rates report. Discussed new implementation plan 2 times per year 2 months QAPI assessments 4 months investigations and corrective actions/pips. Their sample will be a minimum of 10 census and 10 admission residents. S.Sweeney -Session 2 conducted with Terrie Gulliver and members of her abaqis team. Attendees:  Barb- Executive Secretary Laurie- DSS Melissa- DON Debra-Medical Records Terrie Gulliver- LNHA    Locked and created their Cycle 1 2020 QAPI sample. The sample size is 10 Census and 10 Admission Sample  Created a Facility Tasks T snapshot  Overview of QAPI assessments was declined by Terrie. She stated they were already familiar with how to complete the QAPI  assessments.  Reminded them to document comments for all negative responses. Reviewed the SBCA, SBR, MDS 3.0 and MDS Indicator Rates report Reviewed the new release details related to the new dashboard and the Facility Assessment. Demonstrated  how to add participants to the facility assessment. Was unable to display the new staffing worksheet. It would not display after three attempts.    Offered the following dates for a second session. Terrie says she will discuss the dates and times with her team and will contact Tracy to schedule.   Wed 2/5 at 11:00 AM ET Thursday 2/6 at 3:00 PM ET Friday 2/7 at 1:00 PM ET Tuesday 2/11 at 2:00 PM ET  "
5004V000011UtgzQAC,abaqis Implementation Series 1,"Session 1 Conducted by Patrick Agenda Review their SBCA report and MDS Indicator Rates report with them. Review their new implementation plan as follows twice per year Jan-June/July-Dec Their recommended sample will be 20 Census and 20 Admission residents 2 months QAPI assessments/4 months investigations and corrective action/facility tasks twice per yea        3. Show new dashboard and explain the update        4. Schedule QAPI assessment/reports training for January offer the following dates and times and have them pick one:   So, we got everything covered.  They want to schedule the assessments review 1/13 at 11 AM. We got some clarity on good comments and using that summary report weekly.  Julie, Barb (ADON), Cindy Stemple and Tracy the Admin were on the call.  BTW, SF still shows Nancy as the DON.   Tracy was doing all the data entry so she could review what was going in. I think she?s going to try and let the team do their own data entry and she will use the SBCA report to see what?s going on.  She says they meet every Monday to review abaqis  data already. Session 2: Tracy, Ann, Barb, Stephanie and Cindy in attendance. We discussed the new implementation plan, reviewed the MDS Indicator Rates, MDS 3.0, SBCA, SBR and Customer Sat reports. They are doing a great job with including additional staff with implementation the have nursing assistants help with RI and RO for residents not on their assignment. We discussed how to followup on an actionable items. They are very excited to get started on their new random sample.         "
5004V000011UtgZQAS,Corporate abaqis Implementation Series 1,"Session 1 1/10/2020 Sebrena E Sweeney  Conducted ""Core-Q and Survey Workflow"" demonstrations today for MaryPat Carhart, Dave Camerota and Rob Karastury. The like both and are requesting that they both be enabled in abaqis. They already have abaqis ESE enabled. Additionally, they would like to have access to an abaqis training site for a week or two. If we can get that started next week that would be great. Will submit a RIS for these features of the software. Dave is also requesting a pdf version of the Core-Q Questionnaires. Conducted a brief overview and navigation session on the new release dashboard. "
5004V000011Uth3QAC,abaqis Implementation Series 1,Reviewed new release with David Welker: dashboard and MDS Indicator Rates report. We discussed how implementation is going. I will conduct Investigation training in early April.  Don't send training eval.
5004V000011Uth7QAC,abaqis Implementation Series 1,Session 1 Debbie Mills reviewed QAPI assessments. Debbie is going to have her abaqis team conduct as many residents assessments as they can before our next training session in early April. Session 2 Debbie Mills reviewed SBCA report and investigations snapshot. Debbie is going to review the SBCA report and we are going to get back together next week to conduct snapshot investigation training. They are not going to conduct Cycle 2 assessments since they conducted many Cycle 1 assessments and due to COVID they did not proceed with investigations. They will spend Cycle 2 conducting resident investigations until 7/31. I will encourage them to conduct the facility task investigations in August. They will get back on track during Cycle 3.  DON'T SEND EVALUATION THIS WAS NOT AN ACTUAL TRAINING MORE OF A REVIEW AND A PLAN FOR NEXT TRAINING SESSION.
5004V000011Uth9QAC,abaqis Implementation Series 2,"Session 1: Carrie Davis and new QA nurse Felicia Lewis felicia.lewis@covenantwoods.com reviewed reports to incorporate in QAPI meetings. Discussed role of abaqis manager with is now Felicia. Felicia is familiar with abaqis and the MDS coordinator however, needed guidance on how to be the manager. "
5004V000011UthAQAS,Corporate Implementation Series 3,"Session #1-TG-with Erica Huls from La Grande Post Acute. Erica needed help with the QAPI tools. She went in and copied a previous FA, started a QAPI Plan and wanted a walk through on PIP's. We went through her live site on her FA and QAPI Plan. We discussed all the areas. I then jumped into the training site for a few areas to review, including the PIP. She seems very tech savvy, stated she was previously military and you were given a manual and told to go do it. She stated that is what she did with the qapi tools over Labor Day weekend. She stated she did get a little overwhelmed, but felt after today's session she had all her questions answered. She stated she tried to do it on her own before getting trained today because one of the consultants was coming in today and she wanted to review with her what she had done so far. We discussed boiler text and ensuring that the FA and qapi plan was unique to their facility. She stated everything came together after we walked through the different sections of the FA and qapi plan. She thought the PIP was well laid out to use. She will start on a PIP today with the consultant and go back in to pretty up the qapi plan and FA. She will reach out if she needs any help on them to her consultant or me. She will get these done and decide what to do next and let me know. I informed her that Misty was deciding on a refresher for all homes and she would send out topic and dates when they are decided. I also informed her their Covid 19 was incomplete. She will go in and finish it up. "
5004V000011UthEQAS,abaqis Implementation Series 1,"Session1: Patrick Hart in attendance. This was not so much a training as it was a review on how the QAPI assessments pertain to every department and we discussed who best to conduct the assessments and an overview of how to conduct the assessments. They were previously trained on the QAPI assessments.  Session 2: Patrick Hart in attendance. Reviewed investigation snapshot, SBCA and MDS 3.0 reports."
5004V000011UthfQAC,Implementation Series 1,Session 1-  Completed with Jessica.  General overview of features and options for implementation.
5004V000011UthFQAS,Corporate Implementation Series 2,"Session 1 (4/29/20 - Kayla Harwell): Training completed with Maryruth, Michael Brown, and Andrew Taylor. Michael and Andrew are both new corporate employees. One will be working in Coeur D'Alene ID and one will be working in Lewiston ID. Both knew how to login, but hadn't logged in yet. This training was a general overview. I started by explaining what abaqis is and then moved to navigation while explaining the various functions of abaqis. I also informed them of what their current implementation plan is while explaining survey readiness. I then went and explained the various corporate reports. No questions throughout the training. Maryruth said she had never looked at the corporate reports before, so she liked seeing that. She said I did a very good job explaining things. Maryruth said that when Michael and Andrew go to their respective facilities on Monday, they will be taking part in doing the assessments and running reports, so they will get familiar with the process. Maryruth did not want me to go into anything in detail. Session 2 with Sue Goodrick, sgoodrick@cascadiahc.com she is very familiar with abaqis and is now a corporate nurse. We reviewed the corporate reports. This was not a training but a discussion. Don't send evaluation Session 3 (9/15/20 - Kayla Harwell): Training completed with Michael Brown and Peggy. Peggy asked how she got a login. I explained how Michael could add her as a user. (Following the training, I noticed there was a Peggy that had a log in, she just hadn't logged in before) Both Michael and Peggy are training to be administrations and just have a couple of months left before they test. Michael said that he's been in trainings in the past and they were more of an overview of things. He understands what abaqis is and what all it does, but he didn't know what reports he could run or what the reports offered as well as some more detailed things about abaqis. He wanted to dig into the more clinical aspects of the program and how to see the information that gets put into abaqis. I started out by talking about the corporate reports and how those reports showed more of an overview - as far as sample progress, which homes had facility assessments, etc. We then dug into a single home and I showed them what reports were available. I showed them the SBCA and MDS and explained how to interpret the reports and view the information. We briefly talked about a couple other reports as well. Peggy wasn't too familiar with abaqis and how it worked. She asked how to get to the assessments to do them. I showed them how to navigate to the assessments and start them. I then explained the snapshots and the investigations process, as this came up as a question as well. Discussed how to use the purposeful snapshot. Went into the QAPI snapshot, and explained the triggered areas and the various columns and briefly went over how to do an investigation. I then took them to the PIPs section and showed them how to view PIPs at facilities, etc. Michael asked about the meeting minutes on the PIPs and I explained that would be where they would document their minutes for the PIP. I then took them to the meeting minutes section in abaqis and explained how they could use that to document all the meetings that they have. Throughout training, Peggy would ask a question and then Michael would explain things to her and I would add anything additional if I needed to. Michael is very knowledgeable of the program and it's purpose. Michael expressed that he thinks abaqis is a great tool and he was a big advocate for it. All questions were answered. They appreciated my time and all of the information."
5004V000011UthGQAS,LOT Package Continued,"Session 1.   Alpana requested this call to chat about the mock survey process vereses doing a mock workflow.   Her three homes are on hold right now with abaqis activities dt COVID but she wants to conduct a mock survey of some type in all three homes before the end of the year.  We spoke about many...many options for doing this.  We forst spoke of the MOCK workflow but she is doing this all  y herself and after a review she wanted to do somethihg some focused on what she can do on her own.  We then moved to the clasic dashboard and spoke about a QAPI sample or her creating a group to conduct the mock on.  She ssid she is very time limited and she up to speed on reviewing QM, Casesper reports, MDS and many other data sources for each of her homes so she stated she really already knows for the most part what she wants to focus on for each home as she feels like she know where their trouble areas are but she also sees value in doing a few residents that would include having her do all QAPI assessemnts for them as she feels like even though she thinks she knows where the issues are she likes the questions in the QAPI assessments to ID areas she and her team are not aware of.  A challanging aspect is she wants to do alot of this remotly...as much as she can.  They have EHR so there is a lot she can do off site so we spoke indepth how that might look for her.  She also wants to do this in 3 days as she is stretched very thin with other dutie but feels the mock is a muct do for them.  She will include all facilty level tasks and we spoke about how these could be distributed among other administrative team memebers at the individual home level and I could assist with eduction for them on conducting the individul facility tasks.  We spent an hour reviewing many options and she plans to talk with the admin staff at each home and begin looking at dates in probably Sept or Oct.  We plan to regroup in Sept to finialize the plan but for right now she does not plan to to use the Mock workflow.  SHe thought is would be great for a team of staff but she is one man show she said and she has to punt to make a different option work.   "
5004V000011UthHQAS,Corporate Mock Survey Training Series (continued),Session 1 Mock Survey Workflow Training see attendee list.
5004V000011UthIQAS,abaqis Implementation Series 1,"Session 1 refresher with Haley Admundson we reviewed the QAPI assessments and implementation plan. They will review 15-20 census residents and 10-15 admission residents. I will conduct investigation training on 2/26.  Do not send evaluation. Session 2 review with Haley Admundson, we reviewed SBCA and snapshot, I helped her select care areas and residents for investigation. Do not send evaluation."
5004V000011UthJQAS,abaqis Implementation Series 1,"Session 1 Jennifer, Renee, Brenda and Staci in attendance, reviewed QAPI assessments and reports. They will conduct QAPI assessments as many as they can until 2/25. I will send them an email with dates to select investigation training. Session 2: Jennifer Ginder, Renee Neisweider and Melissa Sirgenson in attendance. Reviewed care areas and residents and assisted the team in selected which care areas and residents to investigations. Discussed the Facility tasks and reviewed the investigation reports. Melissa stated the investigations seemed like a waste of time since the information was old in some instances and stated they have their own systems in place to identify issues for corrective action and PIPs. We further discussed the rationale for conducting some investigations and they did identify some MDS coding issues. By the end they were a little more engaged with the investigation process especially when I showed them how to manually add residents to care areas.  Session 3 with Renee, reviewed snapshot, MDS 3.0 report and MDS Indicator Rates reports. Completed Needs review."
5004V000011UthLQAS,Corporate Implementation Series 2,Session 1 investigation training open to all homes see attached attendee list. Session 2 investigation training open to all homes see attached attendee list. Session 3 investigation training open to all homes see attached attendee list.  
5004V000011UthmQAC,Implementation Series 1,"Session 1-  PResent Tracy Woodard, From Valley View-Diana Riojos-Admin, Angela Torres-DON; From Parkview Christopher Antillon-Admin, Susan Martinez-DON; From Senior Village-Jennifer Bruner-Asst. Admin.  We went over how to access and complete the Covid-19 WF.  Reviewed the FA and making sure it was complete. We also discussed QAPI assessments and cycles and training needed to get things going.  They are leaning to completing samples of 20 residents 3x a year. Session 2- Admin and DONs from each home were on the call to discuss all of the assessments and the SBCA reports"
5004V000011UthMQAS,abaqis Implementation Series 1,"Session 1 with Terry Wulf, reviewed ESE, CoreQ, COVID-19 Self Assessment and Mock Survey Workflows. Conducted Needs Review."
5004V000011UthrQAC,Implementation Series 1,"Patrick- Session 1- Covered the FA with Lynne, Patti the SDC/IP and Kristen the DON Session 2- Reviewed Lynne and Kristen-the RI, RO and SBCA report Session 3- Reviewed SI, CR, FI and AR with Lynne and Kristen. We reviewed the SBCA report again, showed how to create a sample. Discussed options for abaqis cycles and sample sizes.  They haven't decided on those things yet. Danielle Session 4- Quick overview of the FA over phone call with the facility. Plan is to set time/date in 2 weeks to review and answer any questions they may have. "
5004V000011UthTQAS,abaqis Implementation Series 1,"Session 1 - Lisa and Beth showed up 10 minutes late. They forgot what time the training was. Lisa provided me with a history of their use with abaqis. Both Lisa and Beth have been at Rice Estate for about 2 years. They have worked together for 7 years in other facilities. Neither of them had used abaqis before they came to Rice Estate. Their VP of Clinical, Theresa, is the one that ran abaqis and now she is gone on permanent medical leave. They would do the assessments, and Theresa would do all of the reporting, the FA, etc. Now that Theresa is gone, there was no one in the company to tell them about abaqis. They are wanting to learn more about abaqis and how everything works. They were hoping to do training over 2-3 sessions, or however many is needed. Lisa said that right now, her staff were completing all of the assessments for all 80 residents and she was giving them until Monday to complete them all. They liked abaqis, as it was a great tool to use to identify weaknesses and identify risks. They had never done investigations before and had never looked at reports. We discussed how to input all of the assessments into the computer. Some assessments were already in abaqis, so their staff must have figured out how to do it. We then discussed managing the resident list. Some residents were still in the list and they had discharged awhile ago. Explained it's managed by the MDS - it's possible the DC MDS hadn't been uploaded yet. Their MDS uploads were up to date. I showed them how to manually discharge residents. They planned to print the resient list and have MDS upload their DC MDS. We then discussed reports - RI, MDS, SBCA, and Summary by Resident. We then discussed the investigations briefly. Talked about the QAPI snapshot and CE pathways. Will likely need to discuss this further. This was a very interactive/engaged training. Many questions throughout. All questions were answered. "
5004V000011UthUQAS,Corporate Implementation Series 1,"Session 1 COVID-19 training open to all DONs and administrators. Iq was not on the call to conduct needs review. Attendees Jennifer Cryer, Gus Rapalidis, Marison Redley."
5004V000011UthvQAC,abaqis Implementation Series 1,"Session 1 Dan Knapps, Rachel, Barb, Deb, Liz, Doug in attendance. The plan is to conduct assessments for 1-2 residents per week and I will schedule session 2 in new couple of weeks.  Session 2: Dan, Rachael, Barb, Jaimey, Debby and Sarah in attendance. They requested I review the QAPI assessments. Their goal is to complete as many QAPI Census and Admission residents as possible by 7/31. I will conduct report training the first week in August.  Session 3 with Rachel reviewed SBCA, MDS 3.0, MDS Indicator rates reports. Reviewed investigations. Scheduled QAPI assessments and reports training for abaqis team. Training will be on Wednesday 1/8 at 12:30 PM MT.  Session 4 with Rachel and her team, reviewed implementation plan and MDS Indicator Rates report. Will check in with Rachel next quarter, she will call me with any further questions and training needs."
5004V000011UthwQAC,Corporate Implementation Series 1,"8/16/2019 Session 1:  35 minute conversation held with Scott (Medline), Julie and Katie (NHA and Nurse manager) from Brunswick and Johnna (NHA) from Sarcoxie. LeiAnne (NHA) from Mooreland was on vacation and her DON and QA nurse did not show up. We discussed their struggles with the program. Julie explained that they get all of the assessments completed and gather all of the information, but then she doesn't know what do with the information and where to take it from there. Johnna agreed and said the assessments were pretty black and white, but she didn't know how to use the information. They also expressed that their key issue was time. They don't have enough time to complete abaqis. They have a lot of other things going on. I asked about their team size and they do not have big abaqis teams, but were hoping to increase the size. I asked about how often they were doing cycles. Julie said they started off quarterly, but are now doing it 2x/year. Sarcoxie just got out of their survey, so are not in their window - will be in their window early next year. Brunswick is currently in their window - last year they came at the beginning of October. We discussed training and they both agreed that they wanted separate trainings. That way training is more individualized and it would just be easier. Both have had staff turnover and need new staff to be trained. Julie and I scheduled training for Thursday Aug 22nd at 11am. She wants to start from the ground up - so start with the basics and go from there. Johnna asked me to send her my contact info and she would meet with her team to see what works for training. Scott said he would email LeiAnne to let her know what was covered and will include me on the email.  Scott and I had a quick phone conversation after training to 'debrief'. "
5004V000011UthyQAC,Implementation Series 1,Sebrena SSweeney  Call today 2/03/2019 with Georgiene Kenny and Dorinda Waterman on how to run reports. 
5004V000011UthzQAC,Implementation Series 1,"Session 1- Reviewed MDS and SBCA reports.  Looked at facility tasks and triggered investigations.  How to pick areas and residents. Opened worksheets to walk through investigations. Also reviewed employee satisfaction set up and reports. Present were Heather Thomas, Lora Gadsby, Janie Culpepper, Shonna Tate, Brendon Moralez, Nancy Rose, Kay Kirschamn and Wendy Burton"
5004V000011Uti3QAC,Implementation Series 1,"Session 1: Denise Morano and Rose Marie in attendance. Rose is familiar with abaqis, Denise is not. Reviewed navigation, QAPI reports, accreditation status and QAPI cycles. Developed an implementation plan 6 weeks QAPI assessments and 6 weeks investigations. Denise stated the training platform was confusing for a new user but feels she can access it now and understand the modules she needed to someone to explain overall navigation and answer her questions. They are not making staff accountable for abaqis assignments. They will conduct abaqis QAPI assessment until Nov 11. I will conduct reports training near the middle of October and investigation after Nov 11. They are very interested in the PAC assessments and QAPI tools which I will train them on during 1st quarter 2020. Session 2: Denise and Rose Marie in attendance. Reviewed QAPI assessment reports, Summary by Care Area, Summary by Resident and MDS 3.0 reports. They will continue to conduct QAPI assessments and take corrective action at the resident level and I will conduct investigation training on 11/13 at 11:00 AM ET. Session 3: Ena Atilano eatilano@rchnj.org. Ena is the abaqis manager however she had not been added as a user. She will let Kate know to set her up with a login and password. Once she has access to her live site I will conduct abaqis manager trainer. Ena is familiar with abaqis from a previous job and needs a refresher. Today was not an actual training due to her not having access to her live site. We discussed the role of the abaqis manager. No need to send an eval. Ena stated she will speak with Kate in order to be given access to their live site and I will conduct abaqis manager training with her next week. "
5004V000011UtieQAC,Implementation Series 1,"Session 1-  Reviewed the QAPI plan and the FA with Jossette and Morgan Murphy-Asst. Admin 09/08/20- Session Completed today with Josette Albert, reviewing PAC Assessments and Reports. She was very engaged with training and loved the generated reports. No training issues or concerns. Will reach out with any questions, however she feels the material was easy to understand.   "
5004V000011UtifQAC,Implementation Series 1,"10/22/19 - 1 hour basic overview training session with: Lesa, MDS Marilyn, MDS Melissa, Resident Care Coordinator Robin, DON Crystal, Data Entry Barb, Infection Control Sent a followup email with resources to Lesa.  Session 2 (4/15/20): Training conducted with Lesa (MDS) and Marylyn (MDS Assistant). This was an investigations training. They had not used the snapshots/investigations in the past. I initially asked them about COVID. Lesa said they do not have any cases in their building and have 4 cases in their county. She thought things were going well. We started out training by discussing their current process. When they complete their assessments, they take the information to QAPI and do a PIP if needed. They handle problems as they come up as well. I inquired about what she takes to QAPI and she said the reports. She prints the RI, FI, SI, RO, CR, AR, SBCA, and SBR reports - so all of the QAPI Assessment reports. She said she looks at all of them and if an area is triggering she digs deeper into what the problem is and then that's what she brings to QAPI. I asked about the reports and if she needed me to explain them at all and she said she was good with the reports and understood them. I then went and showed them how to create a snapshot. I created it from their Q1 sample. I explained the purpose and how it works. I explained how to navigate the snapshot. I then explained how to do an investigation. I went into the Un Med care area. Explained to choose 5 residents to complete. I went over the CE Pathway. Lesa said she was kinda familiar with pathways. I then showed them how to document and answer the questions within abaqis. Lesa asked about the reports so I then went and explained the 3 investigations reports. I went back into the snapshot and explained the Guidance to Surveyors areas and how those work. I explained using the SBCA report to help select the residents for each care area and recommended selecting 3 residents for each area. I then went into the Facility tasks and showed a couple of those - dining and med administration. I asked what they thought of the investigations and if she thought it was overwhelming at all. She said she was glad there were pathways to use and thinks things will go well. She didn't seem to be overwhelmed. I then went into the help and training resources link and showed them where the CE Pathways were housed. I then discussed cycles and explained that typically a sample is completed and then a snapshot is created and then when that's completed they repeat that and create a new sample. I showed them the QA Cycle worksheet and showed them different options for cycles. They thought they wanted to do things quarterly but when asked if they would be able to complete a sample in 6 weeks or so, they didn't know if they could do that. I did explain they could essentially do both at the same time if they wanted to. Marylyn could work on the sample and Lesa could work on investigations. Lesa said she would speak with the admin staff and see how they wanted it to be done. All questions answered. Lesa expressed that abaqis made a whole lot more sense to her now that she learned about the investigations. She didn't really get why they were doing abaqis, but after our training, she understood. I encouraged her to reach out with any questions as they get started on investigations and at any time if things come up."
5004V000011UtiFQAS,Implementation Series 1,"Session 1 (9/3/20): Training completed with 12 staff members, including Vishal. Vishal said it was the whole team. They went around and introduced themselves, but it was hard to hear. I believe the staff included: Vishal (NHA), Christine Gonzales, Kathy Goldberg (Marketing), Vic Camacho (IT), Keri Joseph (Dietician), Robert Manuel (Maintenance), Irma Santiago (Activities), Heather Carpenter (Rehab), Anita Vescio (SS), Jennifer Job, Catherine LaChica (MDS), Charline (I believe is what I heard). This was an abaqis Overview. I started out by discussing what abaqis was, the various features it offered, and the value. I then went into navigation and showed them how to navigate abaqis. This included going over the help and training resources. Vishal had me pull up the CoreQ form. He questioned why the exclusion criteria was not on the form. I explained that within the CoreQ workflow, it includes the exclusion criteria, but the form didn't. We then went to create a new random sample. I went into the residents and I explained how the resident list was managed. They saw residents that were discharged but still showing as active. Some had discharged quite awhile ago. I explained that it was likely because the discharge MDS did not get uploaded into the system. The MDS nurse said she uploads everything and it shouldn't have been. I explained that it's possible they weren't uploading files for a certain time and that's when it got missed. Abaqis was showing 135 active residents and they indicated their ADC was normally about 80-90, so there were a lot of discharged residents in their list. I explained how to manually discharge the residents. I explained that once they manually go through the list, the list should remain accurate as long as MDS files are being uploaded, as the list is managed by MDS uploads. I had to explain this a couple of times, because they kept thinking they had to manually manage the list and I reiterated that MDS files manage the list. I encouraged them to reach out to CS if they continued to experience issues after they went through and manually discharged the residents. We then created the sample. Vishal wanted to keep the 40C and 30A. We put the end date at Nov 2nd, as he thought they would probably take a couple of months to work on the sample. I then briefly discussed each assessment - RI, FI, SI, RO, CR, AR. I emphasized the importance of comments. I finished by discussing the SBCA. We went over by a couple of minutes to cover everything. All questions answered. I encouraged Vishal to reach out if they had any questions or needed anything."
5004V000011UtiHQAS,Corporate Implementation Series 1,"Session 1 with Colbert, Paul and Alisa. I demoed the Mock Survey, CoreQ and Facility Assessment. We discussed implementation and training for the existing homes and the 3 new homes. Do not send survey this was not an actual training. Session 2  with Colbert and at least one representative from each building this was a kick off GoToMeeting to introduce CoreQ and Facility assessment. Training is scheduled going forward. Do not send evaluation this was not an actual training. Session 3:  CoreQ training and Facility Assessment introduction. Also navigation main dashboard and MDS uploads. See attached attendee list."
5004V000011UtiiQAC,Implementation Series 1,"Session 1 -Reviewed the FA with Jeff, admin at Golden Hill. pc Session 2- See case 00065490.   two sessions to cover assessments and PIPs with staff at Bishop.  Present was Emily-wound care, Jason-finance and James-Respiratory Therapy.  They had no abaqis training and were supposed to review the videos, but had not. They did have log ins. Part 2 12/12/19  Present  ADON x2, DON, DIetary Manager, SW, Rehab, Admin, Assistant Admin, Activity Director and MDS.  Session 3-  Reviewed QAPI Assessments, QA cycles, implementation and the QAPI plan with the staff at Sunset.  Present was Jim (James), Wendy Roberts, DON and Maria Sullivan-MDS  "
5004V000011UtiIQAS,Implementation Series 1,"Session 1 with Ginny. Reviewed Mock Survey, CoreQ, ESE and MDS Indicator Rates report. Conducted needs review. The homes are on alternating quarters either 1st quarter and 3rd quarter or 2nd quarter and 4th quarter. Ginny is going to review CoreQ, Mock Survey and ESE with other team members to make a decision. She does not feel the homes require additional training at this time. She is currently working with the new RNAC at Shenango who is struggling with abaqis. Ginny will reach out to me before August to schedule training for the RNAC if she deems is necessary. They are on the 1st and 3rd quarter cycle. I offered to conduct set calls (bi-weekly, monthly, quarterly) and she declined. She stated she does not want to hold set calls she wants me to reach out to her quarterly and she will reach out to me when she needs me.   Do not send training eval. Session 2:  Conducted Mock Survey workflow training with Ginny (Virginia) Burke and Kristen Henderson. Ginny and Kristen will conduct mock surveys for the facilities one per year. The homes will conduct 2-3 rounds per year with a smaller sample size. Ginny stated she will contact me soon to discuss new implementation plan, I will create implementation documents and conduct refresher training with the homes to emphasize the new implementation plan."
5004V000011UtiLQAS,Implementation Series 1,"IS #1: Attendees - Melissa Shafer    Quality Assurance, Jennifer Stewart-King Administrator, Susie Skelton-Mihalski, Jennie Repsher    Volunteer Coordinator, Edna Youngster    Investigative Nurse / Risk Manager. Reviewed all facets of the Mock Survey, including, creating, assigning participants, making assignments, finalizing the sample, investigations. "
5004V000011UtisQAC,Implementation Series 1,"10/8/19 abaqis Training for New abaqis User: Nancy is new to abaqis. This is a live online training to get her up and running. Session 1 (10/8/19 - Kayla Harwell): abaqis Overview completed with Nancy Funt (QA Director). Nancy is the new QA Director, so she wanted to learn about abaqis so they can start using it again. She said she has been QA in a hospital and was still getting used to a nursing facility. I used the 3 PPT slides from LOT 1 to discuss what abaqis was. I went over basic navigation (discussing reports, manage tab, meeting minutes, notifications, help and training resources). While in the manage tab, I showed her the MDS Indicators report. I informed Nancy that they had not uploaded MDS since 2/26/19. She did not know that MDS had to be uploaded into abaqis, so she will speak with MDS and have them complete this. I educated her that a lot of things in abaqis rely on MDS data. We discussed how to create a sample and discussed sample sizes. Nancy did not want to create one, as she wanted to wait until the MDS files were up to date. Nancy was very interested in the CE Pathways, so I showed her where those were. She said they currently do 6 pathways a month. She divys them up to the team (ex. Activities does activies) and they pick a resident to complete them on. So they seem to be very familiar with pathways. She thought she may be the only one to do abaqis. I advised her to get more of the team involved. She said she had some PIPs she wanted to put into abaqis, so I showed her how to start a PIP. She said she played with that back in July. She had questions and made comments throughout the training. All questions answered. She said she wanted to get into abaqis and play around with it and then she would likely have more questions. I provided her with Tracy's contact information and showed her where Client Support's contact information was. She express that this training helped her to realize what all abaqis can do and thinks it'll be a very good program. "
5004V000011UtiuQAC,Implementation Series 1,"Session 1 reviewed COVID-19 Self Assessment and MDS Indicator Rates report. Call with Paul he stated we love abaqis and I make sure my abaqis team which consists of 10 team members has the time they need to implement abaqis. I have one team that conducts the assessments and one team that conducts investigations. As one team is assessing a new sample of residents the other team is conducting investigations on the previous sample. abaqis drives my QAPI program, I want to use every aspect of abaqis and my goal is to be the best abaqis user in the country. Paul's goal is to implement abaqis to maintain Advanced Distinction, get back on track with abaqis usage hasn't used abaqis in about 4 months due to COVID, survey prep. Session 2 with Paul and Mary Cebenka RNAC mcebenka@gilpinhall.org, Reviewed how to upload MDS files, reviewed MDS reports, overall navigation and implementation. Paul stated he would be back in touch in the near future to schedule additional training for his abaqis team. He said it would be ok for me to reach back out in 6 weeks if I haven't heard from him by then. Session 3 with Paul, Mary and Tammie. Reviewed how to complete the ER transfer assessment and answered questions about PAC reports."
